TZ id,1 bed,2 bed,3 bed,4 bed
270,385,440,233,68
276,179,258,90,32
277,108,101,24,9
278,356,248,81,32
279,46,74,8,3
283,33,31,2,0
284,73,86,56,44
285,231,385,149,48
287,76,105,51,31
288,20,46,25,8
292,140,237,227,120
294,115,202,197,162
507,47,62,63,73
508,259,360,268,234
509,608,621,354,142
510,159,179,98,48
511,342,313,185,102
512,447,491,236,164
513,268,294,211,138
514,124,108,58,25
515,497,487,207,113
516,630,607,287,134
517,295,349,210,143
518,400,506,281,186
519,119,141,102,81
520,45,51,52,58
521,388,438,231,94
522,204,312,175,77
523,379,468,243,121
524,81,111,137,151
525,343,435,393,219
526,392,555,402,183
527,53,50,54,59
528,461,554,355,221
529,603,561,258,114
530,162,252,223,135
531,825,780,317,130
532,302,268,310,233
533,58,71,89,90
534,46,67,71,59
535,111,138,135,111
536,590,422,253,252
537,318,504,301,153
538,138,263,204,164
539,131,121,147,145
540,325,389,373,280
541,192,237,235,155
542,158,206,210,134
543,363,362,228,184
544,170,141,112,88
545,507,379,221,104
546,311,364,162,84
547,324,337,202,115
548,273,165,166,176
549,107,132,137,127
550,140,167,142,143
551,131,206,228,241
552,47,78,82,83
553,33,51,42,51
554,254,339,348,344
555,344,248,231,174
556,28,40,50,46
557,193,129,133,131
558,48,77,92,95
