STREET,ROADTYPE,Name,roadid
ANZAC PDE,302,Anzac Pde,273
FITZGERALD AV,303,Fitzgerald Av,559
FITZGERALD AV,303,Fitzgerald Av,560
ANZAC PDE,302,Anzac Pde,561
FITZGERALD AV,303,Fitzgerald Av,562
FERGUSON ST,304,Ferguson St,606
FITZGERALD AV,303,Fitzgerald Av,607
ROBEY ST,304,Robey St,608
WADE ST,304,Wade St,609
FERGUSON ST,304,Ferguson St,610
WADE ST,304,Wade St,611
ROBEY ST,304,Robey St,612
BEAUCHAMP RD,302,Beauchamp Rd,613
JERSEY RD,304,Jersey Rd,686
CHESTER AV,304,Chester Av,857
CHESTER AV,304,Chester Av,893
ANZAC PDE,302,Anzac Pde,894
MURRAY ST,304,Murray St,896
ANZAC PDE,302,Anzac Pde,897
BEAUCHAMP RD,302,Beauchamp Rd,898
MURRAY ST,304,Murray St,899
FERGUSON ST,304,Ferguson St,900
BEAUCHAMP RD,302,Beauchamp Rd,962
BEAUCHAMP RD,302,Beauchamp Rd,963
BEAUCHAMP RD,302,Beauchamp Rd,964
CHESTER AV,304,Chester Av,1000
CHESTER AV,304,Chester Av,1002
ASTORIA CCT,304,Astoria Cct,1004
ANZAC PDE,302,Anzac Pde,1005
MINNEAPOLIS CR,304,Minneapolis Cr,1006
CHICAGO AV,304,Chicago Av,1107
FITZGERALD AV,303,Fitzgerald Av,1436
FITZGERALD AV,303,Fitzgerald Av,1437
JERSEY RD,304,Jersey Rd,1439
JERSEY RD,304,Jersey Rd,1441
PATH,400,Path,1724
PATH,400,Path,1725
PATH,400,Path,1726
PATH,400,Path,1727
PATH,400,Path,1728
PATH,400,Path,1729
PATH,400,Path,1730
PATH,400,Path,1731
ROBEY ST,304,Robey St,1811
MURRAY ST,304,Murray St,1812
ROBEY ST,304,Robey St,1813
JERSEY RD,304,Jersey Rd,1814
ROUNDABOUT,304,Roundabout,1815
ROUNDABOUT,304,Roundabout,1816
ROUNDABOUT,304,Roundabout,1817
ROUNDABOUT,304,Roundabout,1818
BUNNERONG RD,302,Bunnerong Rd,1884
FITZGERALD AV,303,Fitzgerald Av,1916
JERSEY RD,304,Jersey Rd,2006
BUNNERONG RD,302,Bunnerong Rd,2007
ANZAC PDE,302,Anzac Pde,2022
FITZGERALD AV,303,Fitzgerald Av,2043
FLINT ST,303,Flint St,2055
FITZGERALD AV,303,Fitzgerald Av,2065
ANZAC PDE,302,Anzac Pde,2066
ANZAC PDE,302,Anzac Pde,2067
PATH,400,Path,2085
PATH,400,Path,2086
PATH,400,Path,2093
FITZGERALD AV,303,Fitzgerald Av,2094
FITZGERALD AV,303,Fitzgerald Av,2095
PATH,400,Path,2096
PATH,400,Path,2097
